conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,tweet_english
1776978536223703183,Sun Apr 07 17:33:23 +0000 2024,0,emina glossy stain stainnya mantep aroma rasa manis manis semangka gituchuuu saran shade cakeup 01 autumn bell 07 french vanilla,1777026900344655905,,convomf,in,,0,1,0,https://twitter.com/hkhaira_/status/1777026900344655905,981069479399403520,hkhaira_,"Emina Glossy Stain Stain the aroma of sweet sweet taste in the watermelon, the advice of shade cakeup 01 autumn bell 07 french vanilla"
1775882761280356698,Sun Apr 07 17:26:01 +0000 2024,0,anjay syukur yah emina ramah kantong ajar,1777025046101569672,,gangsciele,in,He/Him. Games. AR 60. TL 67.,0,0,0,https://twitter.com/saktii/status/1777025046101569672,1583455060297515008,saktii,"Anjay Gratitude, Emina, teaching pocket friendly"
1777022878975950899,Sun Apr 07 17:17:24 +0000 2024,0,ee year inka job radhemo naku earnings 2 spending8 emina nyayama swamy neeku idhi,1777022878975950899,,,in,"Vijayawada, India",0,0,0,https://twitter.com/MNJTweeets/status/1777022878975950899,766152777643024384,MNJTweeets,Ee Year Inka Job Radhemo Naku Earnings 2 Spending8 Emina Nyayama Swamy Neku Idhi
1776980767790498017,Sun Apr 07 17:02:11 +0000 2024,0,emina klo low budget ak totolin jerawat hari langsung kering dn hempas hari kwmudian,1777019050729865672,,ohmybeautybank,in, klo mau beli wassap aja 👇,0,0,0,https://twitter.com/bubllegm/status/1777019050729865672,1294386436829929472,bubllegm,Emina if low budget ak totolin pimples day immediately dry and live day
1776952671255290047,Sun Apr 07 16:58:24 +0000 2024,2,alaga ayethe happy ne ayyaemina maku rod padindhi we expect industry hitinthake neku ala telusu pan india ki reserve chesaru ani script,1777018096915718200,,YASHWANTH1411,in,,0,1,0,https://twitter.com/urstrulysanju7/status/1777018096915718200,1567034102620254209,urstrulysanju7,ALAGA AYETHE HAPPY NE AYYAEMINA MAKU ROD PADINDHI WE EXPECT INDUSTRY HITINTHAKE NEKU ALA TELUSU PAN INDIA KI RESERVE CERSARU ANI SCRIPT
1777017703389392903,Sun Apr 07 16:56:50 +0000 2024,2,emayya dilraju e uppal balu laga uppal aathul celebrations ani emina tag kothadi creat cheyochuga,1777017703389392903,https://pbs.twimg.com/media/GKk8LuLW8AMG-UT.jpg,,in,United Kingdom,0,0,2,https://twitter.com/GaniTweets19/status/1777017703389392903,1319150841006182400,GaniTweets19,Emayya dilated e Uppal Balu Uppal Aathul Celebtesions Ani Emina Tag Kothadi Creat Cheyochuga
1777011768306602124,Sun Apr 07 16:40:40 +0000 2024,1,gak tau gue gpke emina,1777013635447153141,,KH0507NAW,in,nctzen,0,1,0,https://twitter.com/haechuuuy/status/1777013635447153141,1752964563199479809,haechuuuy,"I don't know, I don't know Emina"
1777008545155932649,Sun Apr 07 16:33:39 +0000 2024,0,jarang pake micellar water balik pake facial wash emina bersih bangett gak ninggal jejak,1777011868537917676,,ohmybeautybank,in,,0,1,0,https://twitter.com/meetonfriday/status/1777011868537917676,233071159,meetonfriday,"rarely use micellar water back using facial wash Emina is very clean, it doesn't leave a trail"
1777011768306602124,Sun Apr 07 16:33:15 +0000 2024,0,eh emina gloss stain emang bau nangka kh pas gak abis makan nangka sii,1777011768306602124,,,in,,0,1,0,https://twitter.com/KH0507NAW/status/1777011768306602124,1635936081827840000,KH0507NAW,"Eh Emin Gloss stain, it smells of jackfruit when I don't finish eating jackfruit sii"
1776978536223703183,Sun Apr 07 16:22:29 +0000 2024,1,hanasui lip tint emina glossy stain enak tu manis,1777009060501741800,,convomf,in,,0,0,0,https://twitter.com/bnnamiilk/status/1777009060501741800,1496765071493455880,bnnamiilk,Hanasui Lip Tint Emina Glossy Stain Delicious
1777005065884348540,Sun Apr 07 16:09:26 +0000 2024,0,kalo per 2 full face masker 1 hari di spot acne aja lanjut pake spot gel ajaa works banget jerawat mendem ngeringin stop make up duluuu masker himalaya spot gel emina,1777005773635358782,,ohmybeautybank,in,,0,1,0,https://twitter.com/ayezulaa/status/1777005773635358782,1705606621307809792,ayezulaa,"If per 2 full face mask 1 day at the acne spot, just continue using a gel spot, just acne really want to stop the make up first."
1777000850533360007,Sun Apr 07 15:49:52 +0000 2024,0,tau mana muka gua disodorin scarlett emina wardah the originote gamau mau cosrx bjiirrr boncos,1777000850533360007,,,in,nadoong,0,0,0,https://twitter.com/yonaanaa/status/1777000850533360007,1269489401207255040,yonaanaa,Know where my face was disodorin Scarlett Emina Wardah The Originote Gamau Want Cosrx Bjjirrr Boncos
1776949639331348595,Sun Apr 07 15:45:45 +0000 2024,0,kalo powder blush pake emina cher bloss cakep banget cool tonenya udah discontinue,1776999815320326391,,bellluea,in,17,0,0,0,https://twitter.com/bellluea/status/1776999815320326391,1742399692389191680,bellluea,if powder blush using Emina Cher Bloss is really handsome
1776997821532750042,Sun Apr 07 15:39:54 +0000 2024,0,eh gak deng emina gak zionist maybelline doang,1776998342729576463,,leopatrd,in,,0,0,0,https://twitter.com/leopatrd/status/1776998342729576463,1343451708815331328,leopatrd,"Eh, I didn't listen to Emina, not a zionist maybelline"
1776997821532750042,Sun Apr 07 15:37:50 +0000 2024,0,meybelline emina zionist anjir untung gak sempet beli produk ny,1776997821532750042,,,in,,0,3,0,https://twitter.com/leopatrd/status/1776997821532750042,1343451708815331328,leopatrd,Maybelline Emina Zionist Anjir fortunately didn't have time to buy the product
1776996623564112320,Sun Apr 07 15:33:04 +0000 2024,0,ini look kalo pake moist ss primer loose powder emina jujur pede dark spot gak tutup jadiii ada saran gak saran gpp deh curhat aja kesel soalny kek org org cakep banget make up muka halus,1776996623564112320,https://pbs.twimg.com/media/GKkpAWUbUAAv4qE.jpg,,in,Tangerang ,0,1,0,https://twitter.com/divvymm/status/1776996623564112320,1574570543604387840,divvymm,this look if you use moist ss primer loose powder emina honestly dark spot not closed so there are suggestions not advice gpp just confide in the problem
1776993362274668962,Sun Apr 07 15:31:28 +0000 2024,0,yaaa kl ss masih exploring tt cm kemarin sempet pake facetology emina sun battle cica lumayan bagus aku acne prone cm si facetology cepet banget abis jir,1776996218625040855,,gominsi5xy,in,,0,2,0,https://twitter.com/minnie7xy/status/1776996218625040855,1761817693324505088,minnie7xy,yaaa kl ss still exploring tt cm yesterday I used to use facetology Emina Sun Battle Cica pretty good I acne prone cm the facetology really fast after jir
1776989460435202305,Sun Apr 07 15:24:36 +0000 2024,27,keinget emina tapi sptinya menarikk,1776994489913274490,,literarybase,in,Bumi,0,2,0,https://twitter.com/megwumiw/status/1776994489913274490,1734752954782306304,megwumiw,Emina's keinget but it seems interesting
1776982846844096794,Sun Apr 07 15:20:14 +0000 2024,2,money teesukoni work chesthe papam ela anta neeku papam kavachu adik profession jagan emina anachu prasant kishor ni ante mamulga undadhu,1776993394218369356,,ates4444v,in,,0,2,0,https://twitter.com/Namasthepeople/status/1776993394218369356,1731610728782815232,Namasthepeople,Money Teesukoni Work Chesthe Papam Ela Anta Neku Papam Kavachu Sister Profession Jagan Emina Anachu Prasant Kishor Ni Ante Mamulga Undadhu
1776745227249983703,Sun Apr 07 12:54:29 +0000 2024,2,pake sebamed sih buttered aja kalo dibandingin lipbalm produk pelembab bibir pernah aku pake urut kek gin 1 nivea biru 2 buttered 3 emina balm jar amp lip sleeping mask 4 lano salve 5 himalaya 6 nivea putih yang ada spfnya 7 lip ice,1776956714136613308,,ohmybeautybank,in,,0,1,0,https://twitter.com/schweetboba/status/1776956714136613308,921732456310497281,schweetboba,"use sebamed, but only if compared to lipbalm lip moisturizing products I have used sorted KEK GIN 1 NIVEA BLUE 2 BUTTERED 3 EMINA BALM JAR AMP LIP SLEEPING MASK 4 LANO SALVE 5 HIMALAYA 6 NIVEA White which has 7 SPF Lip Ice"
1776955558979158342,Sun Apr 07 12:49:54 +0000 2024,0,top tier lip tintku tetep emina glossy stain sihhh udah pake jaman kuliah knp jarang yang ngomonngin pdhl bagusss,1776955558979158342,,,in,,0,0,0,https://twitter.com/gstgstt/status/1776955558979158342,269819172,gstgstt,Top Tier Lip Tint I still Emina Glossy Stain already uses college era why rarely people who talk to PDHL Bagusss
1776942771515109426,Sun Apr 07 12:38:20 +0000 2024,0,klo oily mending invest the primer loose powder gak pakai setting spray aman pagi malem alam pribadi pakai primer studio tropik loose powder emina kadang klo gak loose powder pakai twc wardah,1776952648849363385,,ohmybeautybank,in,keeping this as sbt account ,0,1,0,https://twitter.com/renmintjun/status/1776952648849363385,1538530984697602048,renmintjun,"If Oily, it's better to invest in the primer loose powder not to use the safe spray settings in the morning, the primary primer of the emina tropical powder is sometimes if you don't loose the powder using the wardah twc wardah"
1776557665335849394,Sun Apr 07 12:32:54 +0000 2024,0,try emina lip mask and scrub macam dupe laneige sleeping mask bibir i dulu gelap and belah tapi lepas istiqamah pakai malam tidur jadi heheh cubalah try,1776951280281542721,,flowernym,in,,0,0,0,https://twitter.com/doublerockspin_/status/1776951280281542721,1188009339488886784,doublerockspin_,Try Emina lip mask and scrub like dupe laneige sleeping mask lip i used to be dark and split but let go of istiqamah using night sleep so heheh try try
1776595389216391180,Sun Apr 07 12:08:34 +0000 2024,0,cleanser cleansing creamnya viva fw himalaya toner autumn centella serum gak pake essence gak pake moist g2g centella spf ss emina obat jerawat viva acne gel viva acne lotion emina pimple mediklin pling bgus face mask neem mask himalaya anti aging,1776945159131050224,,tanyarlfes,in,,0,1,0,https://twitter.com/siCutiePie/status/1776945159131050224,1189287249378074624,siCutiePie,Cleanser Cleansing Cream Viva FW Himalayan Toner Autumn Centella Serum does not use Essence not using moist G2G Centella spf ss Emina pimples Viva Acne Gel Viva Acne Acne Lotion Emina Mediclin Mediclin Pling Bgus Face Mask Mask Neem Mask Neem Mask Himalaya Anti -Aging
1776942771515109426,Sun Apr 07 12:03:15 +0000 2024,0,dapat itu loose powder emina setting spray hanasui,1776943819042472270,,ohmybeautybank,in,yk,0,0,0,https://twitter.com/sudutmemori/status/1776943819042472270,1297015618856554496,sudutmemori,can be loose powder emina setting spray hanasui
1776942771515109426,Sun Apr 07 12:02:17 +0000 2024,0,dapet dua2nya sih oily pake loose powder emina daily matte setting spray kayak pixy di harga 30 an,1776943578058723779,,ohmybeautybank,in,she / her | legal,0,0,0,https://twitter.com/samudriartha/status/1776943578058723779,1279388018684555264,samudriartha,get two of the oily using loose powder Emina Daily Matte Settings spray like Pixy at the price of 30
1776906808784732590,Sun Apr 07 11:52:17 +0000 2024,0,pernahh itu pas malang adem aku pas gak bawa jaket pakein jaket aku huhuhu gentleman banget kita gak jadi but he still a good friend,1776941058880090516,,tanyarlfes,in,,0,0,0,https://twitter.com/EminaTheCat/status/1776941058880090516,1413755091471921162,EminaTheCat,"I once was poor when I was cool when I didn't carry a jacket using a jacket, I really huhuhu gentleman we didn't become a good friend"
1776940530704044466,Sun Apr 07 11:50:11 +0000 2024,0,mending blush on emina wardah,1776940530704044466,,,in,,0,3,0,https://twitter.com/zenniemie/status/1776940530704044466,1679120102422380544,zenniemie,Better Blush on Emina Wardah
1776936358260396074,Sun Apr 07 11:46:19 +0000 2024,0,shade yang emina plis,1776939558019715091,,cantiixk,in,vale,0,1,0,https://twitter.com/donlifmi/status/1776939558019715091,1538805142900084736,donlifmi,shade the emina plis
1776939450431680908,Sun Apr 07 11:45:53 +0000 2024,0,abis beli azarine nyata texturenya kek lip cream gitu dahhh besok ke emina aja,1776939450431680908,https://pbs.twimg.com/media/GKj1Ai5bEAAwY-Z.jpg,,in,wonderland,0,0,0,https://twitter.com/princeddalgi/status/1776939450431680908,798025448,princeddalgi,after buying azarine real texture kek lip cream like that tomorrow to Emina
1776936358260396074,Sun Apr 07 11:34:40 +0000 2024,0,emina lu foto nya gak kl swatch plis gue butuh refrensi lip merah,1776936625546858936,,cantiixk,in,vale,0,1,0,https://twitter.com/donlifmi/status/1776936625546858936,1538805142900084736,donlifmi,"Emina You don't take a photo, I don't need a red lip reference"
1776933216861008249,Sun Apr 07 11:21:07 +0000 2024,0,sugar rush emina makan gasih manis banget bjirrr yang makan,1776933216861008249,,,in,,0,0,0,https://twitter.com/0725JJANG/status/1776933216861008249,1610121460101808129,0725JJANG,Sugar Rush Emina eating isn't really sweet who eats
1776893028848058580,Sun Apr 07 11:12:01 +0000 2024,2,neku emina kallu dengay ra chetta langa kodaka,1776930927743996181,,PKadmirer03,in,,0,0,0,https://twitter.com/Varunjayker/status/1776930927743996181,1759452318385557504,Varunjayker,Neku Emina Kallu with Ra Chetta Langa Kodaka
1776930251395960923,Sun Apr 07 11:09:20 +0000 2024,0,udah bulan coba pake loose powder emina bright stuff sadar serbuk bedak serbuk bling bling wangi tiap dipake,1776930251395960923,,,in,🇮🇩,0,0,0,https://twitter.com/neomubitchy/status/1776930251395960923,729765631298441216,neomubitchy,Already Month Try Using Loose Powder Emina Bright Stuff Aware of Powder Powder Bling Bling Bling Powder Every Pedy
1776923062115459157,Sun Apr 07 10:40:46 +0000 2024,16,ma hitman emina chokli anukaru antra 120 sr adanu,1776923062115459157,https://pbs.twimg.com/media/GKjmG1pXsAAx_SR.jpg,,in,,0,0,4,https://twitter.com/mohanpkntr/status/1776923062115459157,1551879954383912960,mohanpkntr,Ma Hitman Emina Chokli Anukaru Antra 120 SR Adanu
1776910501567496593,Sun Apr 07 10:32:23 +0000 2024,0,gak pek,1776920954100236495,,tanyakanrl,in,,0,0,0,https://twitter.com/EminaTheCat/status/1776920954100236495,1413755091471921162,EminaTheCat,No Pek
1776916656616575434,Sun Apr 07 10:15:19 +0000 2024,1,ill try this mau beli emina browcara mau beli mascaranya browcaranya tadi nyoba browcara merk nyata aku yang ngga pakenya nyata ada ini yang bisa dipake alis bulu mata hematt,1776916656616575434,https://pbs.twimg.com/media/GKjgSELakAE2IZ2.jpg,,in,,0,0,0,https://twitter.com/buttxrfly28/status/1776916656616575434,1089456176251600897,buttxrfly28,"Ill try this, I want to buy Emina Browa want to buy the masc. Her brow she tried the real brand of my brand who didn't use it, there was this one that could be used with Hematt eyelashes eyebrows"
1776905150403088576,Sun Apr 07 10:09:05 +0000 2024,0,omg nder belum pake emina ngerasa cocokcocok aja pas beli udah refirmula ngerasa kusem wajah kayak oily bingung ganti wardah tosca omg ada promo omg pilih surprisingly cocok,1776915088236069236,,ohmybeautybank,in,,0,1,0,https://twitter.com/KyrenaLhrastsha/status/1776915088236069236,1714593827410120704,KyrenaLhrastsha,omg nder hasn't used Emina to feel suitable just right when you buy it already refirmed that I feel like a face like an oily confused changing wardah tosca omg there is a promo omg selecting surprisely suitable
1776889270491586795,Sun Apr 07 09:57:19 +0000 2024,0,banget kadang iri liat orang cocok pake wardah emina aku nyoba bgtuan bo banget trial error nya boncossssss,1776912129108394257,,tehpoccxi_,in,,0,1,0,https://twitter.com/deygemas/status/1776912129108394257,1703782844986953728,deygemas,"Really sometimes jealous people are suitable for Wardah Emina, I try to really bo trial error boncosssssss"
1776850140701360359,Sun Apr 07 08:55:07 +0000 2024,0,emina swatch light aku takut medium kuning warna nya,1776896475357728896,,sungchanise,in,Malaysia,0,0,0,https://twitter.com/lialiasksk/status/1776896475357728896,1167436714488369157,lialiasksk,Emina Swatch Light I'm afraid of the yellow medium color
1776264946344738997,Sun Apr 07 08:49:29 +0000 2024,0,abaa cha kcr and co emina suddipusala asalu janalani pattinchukunnara emina eppudu power poindhi kabatti ela lekapothe asalu cheyaru kada personal time ktr chala use chesadu like cema valla leagues ki vellada anni anukuntu pothe defects untai in every party then,1776895058366890446,,realsaitejagoud,in,"Bournemouth, England",0,1,0,https://twitter.com/sathwik46/status/1776895058366890446,800593604716564484,sathwik46,Abaa Cha Kcr and Co Emina Suddipusala Asalu Janalani Pattinchukunnara Eppudu Power Poindhi Kabatti Ela Lekapothe Asalu Cheyaru Kada Personal Time Ktr Chala Use Chesadu Like Cema Valla Leagues Ki Vellada Anni Anukuntu Pothe Pothe Pothe Pothe Pothe Pothe Pothe Defects in every Party
1776738811130605895,Sun Apr 07 08:21:17 +0000 2024,0,tembelek joe taylor diselingkuhin,1776887961826770960,,rockl2nd,in,,0,0,0,https://twitter.com/EminaTheCat/status/1776887961826770960,1413755091471921162,EminaTheCat,Tembelek Joe Taylor was cheated
1776494431237255415,Sun Apr 07 08:19:07 +0000 2024,0,bro passes dorukutaiya emina,1776887413652222255,,Hyd_Ntrfanz,in,,0,0,0,https://twitter.com/Kirantharak9999/status/1776887413652222255,1255353776854138881,Kirantharak9999,Bro Passes Dorukutaiya Emina
