conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,category,relevansi,tipe_akun
1794690000000000000,Sun May 26 11:10:00 +0000 2024,0,Satu Lagi Korban Banjir Bandang Lahar Dingin Ditemukan di Tanah Datar Jasad Telah Rusak https://t.co/rdDECIEzUp,1.79469e+18,,,in,"Kota Padang, Sumatera Barat",0.0,0.0,0.0,https://x.com/Sumbarkita_id/status/1794687426062880828,1.28985e+18,Sumbarkita_id,banjir lahar dingin,relevan,media
1793950000000000000,Fri May 24 10:27:11 +0000 2024,2,Tim SAR Kota Padang terus berupaya mencari 10 warga Kabupaten Tanah Datar yang diduga terseret banjir lahar dingin sejak Sabtu (11/5/2024). https://t.co/XosvYLk97h,1.79395e+18,,,in,Jakarta,0.0,0.0,2.0,https://x.com/kompascom/status/1793951872568746250,23343960.0,kompascom,banjir lahar dingin,relevan,media
1793900000000000000,Fri May 24 07:15:19 +0000 2024,0,Pemkab Tanah Datar Bangun 150 Rumah untuk Korban Banjir Bandang di Nagari Rambatan https://t.co/iukqIXjVSh,1.7939e+18,,,in,"Padang, Sumatera Barat",0.0,0.0,0.0,https://x.com/rakyatterkini/status/1793903589557150037,1.55443e+18,rakyatterkini,banjir,relevan,media
1793850000000000000,Fri May 24 03:40:22 +0000 2024,0,Masa tanggap darurat bencana banjir bandang dan lahar dingin di Kabupaten Tanah Datar Sumatera Barat yang seharusnya berakhir 25 Mei 2024 diperpanjang selama 14 hari. https://t.co/uD8NrpCK2L,1.79385e+18,https://pbs.twimg.com/media/GOUImdQbQAEyFfO.jpg,,in,,0.0,1.0,0.0,https://x.com/Metro_TV/status/1793849496037888283,57261519.0,Metro_TV,banjir lahar dingin,relevan,media
1793850000000000000,Fri May 24 03:31:06 +0000 2024,0,IPDN Salurkan Bantuan Senilai Rp360 Juta untuk Korban Banjir Bandang di Tanah Datar https://t.co/v4wiUlYMdu,1.79385e+18,,,in,"Padang, Sumatera Barat",0.0,0.0,0.0,https://x.com/rakyatterkini/status/1793847163644186951,1.55443e+18,rakyatterkini,banjir,relevan,media
1793830000000000000,Fri May 24 02:36:33 +0000 2024,0,Bencana Negeriku: Masih Ada Korban Hilang Belum Ditemukan Status Tanggap Darurat Banjir Bandang Tanah Datar Diperpanjang #bencananegeriku #banjirbandang #tanahdatar #sumbar https://t.co/8dBOriNTU7,1.79383e+18,,,in,Indonesia,0.0,0.0,0.0,https://x.com/faktualid_com/status/1793833435485880409,1.39093e+18,faktualid_com,banjir,relevan,media
1793830000000000000,Fri May 24 02:27:00 +0000 2024,0,Masa tanggap darurat bencana banjir bandang dan lahar dingin di Kabupaten Tanah Datar Sumatera Barat yang seharusnya berakhir 25 Mei 2024 diperpanjang selama 14 hari. https://t.co/UYI716jJp9,1.79383e+18,,,in,"DKI Jakarta, Indonesia",0.0,0.0,0.0,https://x.com/voidotid/status/1793831030861758620,1.18695e+18,voidotid,banjir lahar dingin,relevan,media
1793700000000000000,Thu May 23 17:57:40 +0000 2024,0,Sumatera Barat (23/05/2024) - Penyerahan Bantuan IPDN-Kemendagri Peduli Bencana Banjir Lahar Dingin kepada Bupati Tanah Datar di Rumah Dinas Bupati dan Bupati Agam di Posko Bencana Kecamatan Canduang. https://t.co/6bwh4S2UYI,1.7937e+18,https://pbs.twimg.com/media/GOSDPEpa8AAd7Mx.jpg,,in,"Jatinangor, Indonesia",0.0,0.0,0.0,https://x.com/HumasIpdn/status/1793702855783924222,1.17742e+18,HumasIpdn,banjir lahar dingin,relevan,media
1793690000000000000,Thu May 23 17:07:12 +0000 2024,2,BSIP Salurkan Donasi Untuk Korban Banjir Bandang Sumbar. Badan Standardisasi Instrumen Pertanian (BSIP) Kementerian Pertanian menyerahkan bantuan kepada warga yang terdampak bencana di Kabupaten Agam dan Kabupaten Tanah Datar Sumatera Barat Kamis (23/05/2024). https://t.co/HRSPSMcYld,1.79369e+18,https://pbs.twimg.com/ext_tw_video_thumb/1793689642128252929/pu/img/98BX3UZUHH55NxQm.jpg,,in,"Solok, Sumatera Barat",0.0,0.0,1.0,https://x.com/BSIPbuahtropika/status/1793690154596807114,7.98698e+17,BSIPbuahtropika,banjir,relevan,media
1793670000000000000,Thu May 23 15:51:56 +0000 2024,32,Batalyon Komando 462 Kopasgat turut serta dlm membantu pendistribusian Bantuan Sosial berupa kebutuhan pokok hygiene kits dan kebutuhan lain ke Sumatera Barat pasca bencana banjir bandang lahar dingin di Kab. Agam Kab. Tanah Datar dan Kota Padang Panjang. Kamis (23/05). https://t.co/oKSbc2fsTV,1.79367e+18,https://pbs.twimg.com/media/GORmRaMbQAAiUzq.jpg,,in,"Mabes TNI, Cilangkap",0.0,3.0,6.0,https://x.com/Puspen_TNI/status/1793671213996466265,594386753.0,Puspen_TNI,banjir lahar dingin,relevan,media
1793660000000000000,Thu May 23 15:01:27 +0000 2024,3,Bakrie Amanah Beri Bantuan Logistik Kepada Penyintas Banjir Bandang di Tanah Datar Sumbar: Bakrie Amanah menyalurkan bantuan logistik kepada penyintas banjir bandang di wilayah Kabupaten Tanah Datar Sumatera Barat. https://t.co/trrjxlPSsE https://t.co/ismzRJb4Cx,1.79366e+18,https://pbs.twimg.com/media/GORa6MnaYAAAbjN.jpg,,in,"Pulo Gadung, Indonesia",0.0,1.0,1.0,https://x.com/tvOneNews/status/1793658508887658804,55507370.0,tvOneNews,banjir,relevan,media
1793660000000000000,Thu May 23 14:59:10 +0000 2024,0,BM 3 Sumut Serahkan Bantuan untuk Korban Banjir dan Longsor di Tanah Datar https://t.co/n35qUkPvmo,1.79366e+18,,,in,"Padang, Sumatera Barat",0.0,0.0,0.0,https://x.com/rakyatterkini/status/1793657933353689380,1.55443e+18,rakyatterkini,longsor dan banjir,relevan,media
1793640000000000000,Thu May 23 14:00:03 +0000 2024,0,Masa tanggap darurat bencana banjir bandang dan lahar dingin di Kabupaten Tanah Datar Sumatera Barat yang seharusnya berakhir 25 Mei 2024 diperpanjang selama 14 hari. https://t.co/nKncXeA6KS,1.79364e+18,,,in,NKRI,0.0,0.0,0.0,https://x.com/antaranews/status/1793643054726779309,18071520.0,antaranews,banjir lahar dingin,relevan,media
1793600000000000000,Thu May 23 11:11:43 +0000 2024,1,BPKH Salurkan Bantuan Tahap 2 Untuk Korban Banjir Bandang dan Lahar Dingin di Tanah Datar via @infosumbar https://t.co/PyXSzzuymf #infosumbar,1.7936e+18,,,in,"Kota Padang, Sumatera Barat",0.0,0.0,0.0,https://x.com/infoSumbar/status/1793600692952965160,162721676.0,infoSumbar,banjir lahar dingin,relevan,media
1793590000000000000,Thu May 23 10:48:41 +0000 2024,6,Hari ini berangkat ke Sumbar untuk meninjau korban bencana alam banjir bandang di Agam dan Tanah Datar. Musibah ini adalah duka bagi kita semua untuk itu kita pun harus bahu membahu membantu agar saudara kita di Agam dan Tanah Datar lekas pulih dan bangkit. https://t.co/cO8PrKaRbd,1.79359e+18,https://pbs.twimg.com/media/GOQhDLaawAAsmmf.jpg,,in,Indonesia,1.0,5.0,4.0,https://x.com/ZUL_Hasan/status/1793594898551320703,187520592.0,ZUL_Hasan,banjir,relevan,individu
1793550000000000000,Thu May 23 07:54:03 +0000 2024,0,10 Korban Banjir Lahar Dingin Gunung Marapi Sumbar Belum Ditemukan Pencarian Fokus di Tanah Datar https://t.co/gau4KUME2V lewat @tribunnews,1.79355e+18,,,in,,0.0,0.0,0.0,https://x.com/tribunpadangcom/status/1793550949363208676,1.05866e+18,tribunpadangcom,banjir lahar dingin,relevan,media
1793510000000000000,Thu May 23 05:28:06 +0000 2024,0,BANJIR BANDANG KABUPATEN TANAH DATAR SUMBA https://t.co/Uqok4UqP82 via @YouTube,1.79351e+18,,,in,,0.0,0.0,0.0,https://x.com/garumeh/status/1793514220392472868,1.74541e+18,garumeh,banjir,relevan,media
1793490000000000000,Thu May 23 04:03:56 +0000 2024,0,Relokasi Korban Banjir Lahar Dingin Marapi di Tanah Datar Gunakan Lahan Pemerintah Pusat Seluas 10 Ha https://t.co/gc9UWOjzcm,1.79349e+18,,,in,Padang,0.0,0.0,0.0,https://x.com/CelahSumbar/status/1793493037416693834,1.65552e+18,CelahSumbar,banjir lahar dingin,relevan,media
1793470000000000000,Thu May 23 02:44:34 +0000 2024,0,Ketum Bhayangkari Juliati Listyo Sigit Sapa Warga dan anak-anak korban banjir bandang di Tanah Datar Sumbar #polri #bhayangkari #bencanaalam https://t.co/hu9VRrrHmt,1.79347e+18,,,in,Kepri,0.0,0.0,0.0,https://x.com/beritacawangan/status/1793473063608299946,1.75956e+18,beritacawangan,banjir,relevan,media
1793470000000000000,Thu May 23 02:24:47 +0000 2024,0,#Repost @divisihumaspolri Kepolisian melalui SSDM Polri memberikan trauma healing untuk anak-anak terdampak banjir lahar dingin di wilayah Kabupaten Tanah Datar Sumatera Barat (Sumbar). https://t.co/5vx7idMekr,1.79347e+18,https://pbs.twimg.com/ext_tw_video_thumb/1793467869302607872/pu/img/arRnKHT1CSSPs8AN.jpg,,in,Batu Engau Kabupaten Paser,0.0,0.0,0.0,https://x.com/PolsekBangau/status/1793468087184085362,1.45502e+18,PolsekBangau,banjir lahar dingin,relevan,media
1793460000000000000,Thu May 23 01:50:02 +0000 2024,0,Dinas Dukcapil Tanah Datar Serahkan Dokumen Korban yang Hilang Karena Banjir Lahar Dingin https://t.co/VE7vhAadDj,1.79346e+18,,,in,"Tanah Datar, Sumatera Barat",0.0,0.0,0.0,https://x.com/dukcapil_TD/status/1793459339568799847,612792077.0,dukcapil_TD,banjir lahar dingin,relevan,media
1793440000000000000,Thu May 23 00:48:11 +0000 2024,0,62 Tewas dalam Banjir Bandang dan Longsor Sumbar 11 Mei 10 Orang Tanah Datar Masih Hilang https://t.co/5PgXaHHQjH,1.79344e+18,,,in,Padang,0.0,0.0,0.0,https://x.com/CelahSumbar/status/1793443776771547409,1.65552e+18,CelahSumbar,longsor dan banjir,relevan,media
1793430000000000000,Wed May 22 23:59:46 +0000 2024,0,Ketua Umum Bhayangkari Ny. Juliati Listyo Sigit mengunjungi posko pengungsian banjir bandang Gunung Marapi di Tanah Datar Sumatera Barat (Sumbar) Selasa (21/5). Dalam kunjungan itu Ketum Bhayangkari beserta rombongan memberikan bantuan berupa sembako dan bingkisan . https://t.co/v4zEndYPcw,1.79343e+18,https://pbs.twimg.com/media/GOOMh2QbgAA0p_a.jpg,,in,Lampung Tengah,0.0,0.0,0.0,https://x.com/SugihPolsek/status/1793431592750420040,1.26913e+18,SugihPolsek,banjir,relevan,media
1793430000000000000,Wed May 22 23:47:04 +0000 2024,0,Ketua Umum (Ketum) Bhayangkari Ny. Juliati Sigit Prabowo mengunjungi posko pengungsian banjir bandang di Kabupaten Tanah Datar Sumatera Barat. Dalam kegiatan tersebut Ketum Bhayangkari memberikan bantuan berupa paket sembako bagi masyarakat yang berada di tenda pengungsian. https://t.co/XE0U6dr62l,1.79343e+18,https://pbs.twimg.com/media/GOOJlOzbQAANU9p.jpg,,in,,0.0,0.0,0.0,https://x.com/padureso_polsek/status/1793428394971115527,1.58869e+18,padureso_polsek,banjir,relevan,media
1793330000000000000,Wed May 22 17:17:07 +0000 2024,5,Tolong hubungi keluarga korban : 085363348604. Mohon informasinya bagi masyarakat sekitaran aliran air / sungai yg bermuara k talawi sijunjung taluak kuantan. Ayra adalah korban Banjir Bandang Yg terjadi di Tanah Datar. pada sabtu 11 Mei 2024.,1.79333e+18,,Iconman221,in,Unknown Metaverse ,0.0,1.0,3.0,https://x.com/Iconman221/status/1793330260307804559,1.50103e+18,Iconman221,banjir,relevan,individu
1793330000000000000,Wed May 22 17:13:08 +0000 2024,2,Update terbaru Informasi bencana banjir bandang dan lahar dingin di Kabupaten Tanah Datar Rabu (22/5/2024) Pukul 22.00 WIB https://t.co/r0IWPqb5Ve,1.79333e+18,https://pbs.twimg.com/media/GOMvdabaUAEp4BI.jpg,,in,,0.0,0.0,1.0,https://x.com/InfoFPMKI/status/1793329261287559516,1.48166e+18,InfoFPMKI,banjir lahar dingin,relevan,media
1793310000000000000,Wed May 22 15:49:48 +0000 2024,0,Ketua Umum (Ketum) Bhayangkari Ny. Juliati Sigit Prabowo mengunjungi posko pengungsian banjir bandang di Kabupaten Tanah Datar Sumatera Barat. Dalam kegiatan tersebut Ketum Bhayangkari memberikan bantuan berupa paket sembako bagi masyarakat yang berada di tenda pengungsian. https://t.co/oDDijuroWf,1.79331e+18,https://pbs.twimg.com/media/GOMcYF3aYAAdioV.jpg,,in,,0.0,0.0,0.0,https://x.com/AmbawangPolsek/status/1793308287137673452,1.78811e+18,AmbawangPolsek,banjir,relevan,media
1793300000000000000,Wed May 22 15:33:39 +0000 2024,0,*Produk Kreatif Biro Multimedia* *ig fb* caption: Ketua Umum (Ketum) Bhayangkari Ny. Juliati Sigit Prabowo mengunjungi posko pengungsian banjir bandang di Kabupaten Tanah Datar Sumatera Barat. Dalam kegiatan tersebut Ketum Bhayangkari memberikan bantuan berupa paket sembako https://t.co/v9nWYhBDFz,1.7933e+18,https://pbs.twimg.com/media/GOMYrOvbgAAHbA2.jpg,,in,,0.0,0.0,0.0,https://x.com/polrespessell/status/1793304224757141859,1.18103e+18,polrespessell,banjir,relevan,media
1793280000000000000,Wed May 22 13:42:46 +0000 2024,0,Ketua Umum (Ketum) Bhayangkari Ny. Juliati Sigit Prabowo mengunjungi posko pengungsian banjir bandang di Kabupaten Tanah Datar Sumatera Barat. Dalam kegiatan tersebut Ketum Bhayangkari memberikan bantuan berupa paket sembako bagi masyarakat yang berada di tenda pengungsian. https://t.co/VhuxlZaqi3,1.79328e+18,https://pbs.twimg.com/media/GOL_S3JaoAAIsX6.jpg,,in,Kabupaten Lampung Selatan,0.0,0.0,0.0,https://x.com/humasreslamsel/status/1793276317082738850,1.42367e+18,humasreslamsel,banjir,relevan,media
1793280000000000000,Wed May 22 13:42:29 +0000 2024,0,Ketua Umum (Ketum) Bhayangkari Ny. Juliati Sigit Prabowo mengunjungi posko pengungsian banjir bandang di Kabupaten Tanah Datar Sumatera Barat. Dalam kegiatan tersebut Ketum Bhayangkari memberikan bantuan berupa paket sembako bagi masyarakat yang berada di tenda pengungsian. https://t.co/72YmVfVB4F,1.79328e+18,https://pbs.twimg.com/media/GOL_Pg4boAA_qWC.jpg,,in,,0.0,0.0,0.0,https://x.com/PKuwarasan/status/1793276246635266268,1.22018e+18,PKuwarasan,banjir,relevan,media
1793270000000000000,Wed May 22 13:26:36 +0000 2024,0,Kemensos Raih Apresiasi Warga Terdampak Banjir Lahar Dingin Sumbar Atas Penanganan Darurat Bencana. Sejumlah kepala desa di Kabupaten Tanah Datar dan Agam Sumatera Barat memuji fasilitas https://t.co/OSL2OROLHx #Peristiwa #BanjirSumatraBarat #kemensos via @beritajatimcom,1.79327e+18,,,in,Surabaya,0.0,0.0,0.0,https://x.com/beritajatimcom/status/1793272250529144966,21287066.0,beritajatimcom,banjir lahar dingin,relevan,media
1793270000000000000,Wed May 22 13:12:26 +0000 2024,0,Ketua Umum (Ketum) Bhayangkari Ny. Juliati Sigit Prabowo mengunjungi posko pengungsian banjir bandang gunung Marapi di Kabupaten Tanah Datar Sumatera Barat (Sumbar). Dalam kunjungan Ketum Bhayangkari membagikan bantuan berupa paket sembako serta menghibur anak-anak https://t.co/GDSv79h56X,1.79327e+18,https://pbs.twimg.com/ext_tw_video_thumb/1793268496706768896/pu/img/1SdbTZluhPCOkqVO.jpg,,in,,0.0,0.0,0.0,https://x.com/pontianak_timur/status/1793268684938760427,1.44311e+18,pontianak_timur,banjir,relevan,individu
1793270000000000000,Wed May 22 12:59:19 +0000 2024,0,BPKH dan Rumah Zakat Salurkan Rp717 Juta untuk Korban Banjir Bandang di Tanah Datar https://t.co/c0DWcg2qjg,1.79327e+18,,,in,"Padang, Sumatera Barat",0.0,0.0,0.0,https://x.com/rakyatterkini/status/1793265385711804787,1.55443e+18,rakyatterkini,banjir,relevan,media
1793260000000000000,Wed May 22 12:47:40 +0000 2024,1,Ketua Umum (Ketum) Bhayangkari Ny. Juliati Sigit Prabowo mengunjungi posko pengungsian banjir bandang di Kabupaten Tanah Datar Sumatera Barat. Dalam kegiatan tersebut Ketum Bhayangkari memberikan bantuan berupa paket sembako bagi masyarakat yang berada di tenda pengungsian. https://t.co/zsfm7nP5n4,1.79326e+18,https://pbs.twimg.com/media/GOLyshRbUAA1K1L.jpg,,in,"Kalimantan Barat, Indonesia",0.0,0.0,0.0,https://x.com/PolsekRasauJaya/status/1793262452127539476,8.69443e+17,PolsekRasauJaya,banjir,relevan,media
1793260000000000000,Wed May 22 12:42:06 +0000 2024,0,BPKH dan Rumah Zakat Salurkan Rp717 Juta untuk Korban Banjir Bandang di Tanah Datar https://t.co/c0DWcg1StI,1.79326e+18,,,in,"Padang, Sumatera Barat",0.0,0.0,0.0,https://x.com/rakyatterkini/status/1793261049950388507,1.55443e+18,rakyatterkini,banjir,relevan,media
1793250000000000000,Wed May 22 12:02:23 +0000 2024,0,Penanganan Darurat Bencana Sumbar oleh Kemensos Dapat Apresiasi Warga Terdampak: Sejumlah wali nagari (kepala desa) memuji fasilitas yang disediakan Kementerian Sosial untuk para pengungsi korban banjir lahar dingin di Kabupaten Tanah Datar dan Kabupaten https://t.co/Pra155yxwC https://t.co/crHHjdCkem,1.79325e+18,https://pbs.twimg.com/media/GOLoVbFa4AA9FIG.jpg,,in,"Pulo Gadung, Indonesia",0.0,1.0,0.0,https://x.com/tvOneNews/status/1793251057809969420,55507370.0,tvOneNews,banjir lahar dingin,relevan,media
1793240000000000000,Wed May 22 11:04:31 +0000 2024,1,Ketua Umum (Ketum) Bhayangkari Ny. Juliati Sigit Prabowo mengunjungi posko pengungsian banjir bandang di Kabupaten Tanah Datar Sumatera Barat. Dalam kegiatan tersebut Ketum Bhayangkari memberikan bantuan berupa paket sembako bagi masyarakat yang berada di tenda pengungsian. https://t.co/lw92OMGJ6Q,1.79324e+18,https://pbs.twimg.com/media/GOLbFSkagAA5X_A.jpg,,in,,0.0,0.0,0.0,https://x.com/polrespasaman/status/1793236495777873936,1.18442e+18,polrespasaman,banjir,relevan,media
1793220000000000000,Wed May 22 09:40:36 +0000 2024,1,Sapa Pengungsi Banjir Bandang Sumbar Ketum Bhayangkari Hibur Anak-anak Pengungsi Ketua Umum Bhayangkari Juliati Listyo Sigit mengunjungi Posko Pengungsian Banjir Bandang Gunung Marapi di Tanah Datar Sumatera Barat (Sumbar). https://t.co/3JMg1zKi3R,1.79322e+18,https://pbs.twimg.com/media/GOLH34XaoAANxeP.jpg,,in,,0.0,0.0,0.0,https://x.com/polsekciteureup/status/1793215374420574246,1.75184e+18,polsekciteureup,banjir,relevan,media
